row.names,asv.id,q2.id,Confidence,Domain,Phylum,Class,Order,Family,Genus,Species,ASV
ASV126,ASV126,0e96f3687df300614b5373c860f2521f,0.999935959,d__Bacteria,p__Chloroflexi,c__Dehalococcoidia,o__SAR202_clade,f__SAR202_clade,g__SAR202_clade,s__metagenome,ASV126
ASV127,ASV127,0e99090587c44a52d25c3ed51130f1aa,0.996744695,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Methylophilaceae,,,ASV127
ASV128,ASV128,0e9f2b68c7397d2245c82c0dcbd48e33,0.999980932,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Puniceispirillales,f__SAR116_clade,g__SAR116_clade,s__uncultured_Rhodospirillales,ASV128
ASV129,ASV129,0ea21d531dbe3be8d7c6be0cb62d2096,0.792902398,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Marine_Group_II,f__Marine_Group_II,g__Marine_Group_II,s__unidentified_archaeon,ASV129
ASV130,ASV130,0ecbddd6bcbcadb02e845b76335aec73,0.99999999,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,,,ASV130
ASV131,ASV131,0f05a99077746afffb3a92a0679dc59c,0.992995025,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Synechococcales,f__Cyanobiaceae,g__Cyanobium_PCC-6307,,ASV131
ASV132,ASV132,0f1b1a2fa9e181c8808717d82d06c1f9,0.767167771,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Pedosphaerales,f__Pedosphaeraceae,g__SCGC_AAA164-E04,s__Verrucomicrobia_bacterium,ASV132
ASV133,ASV133,0f53422427039d28cd026dc889dbd840,1,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Marine_Group_II,f__Marine_Group_II,g__Marine_Group_II,,ASV133
ASV134,ASV134,0f654bf0b205dc8f2e19d5f714729e69,1,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Spirosomaceae,g__Pseudarcicella,,ASV134
ASV135,ASV135,0f681b562158dd6b86a020a249998732,0.718887821,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiales_Incertae_Sedis,g__uncultured,s__metagenome,ASV135
ASV136,ASV136,0f7e4732137cb548b67531e43adfaf87,0.999999999,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,,,ASV136
ASV137,ASV137,0f8f390a1361bc6ce6f71bb10cf831ba,0.999999247,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__SAR86_clade,g__SAR86_clade,,ASV137
ASV138,ASV138,0faec7137ca9ff27a4d766915781f987,1,d__Bacteria,p__Bacteroidota,c__Rhodothermia,o__Balneolales,f__Balneolaceae,,,ASV138
ASV139,ASV139,0fb3e38df1ae9c601819f9bbe21109d4,0.774751099,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__NS9_marine_group,g__NS9_marine_group,s__uncultured_bacterium,ASV139
ASV140,ASV140,0ffd34ff97e0728b607e2ef78403c390,0.999982165,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__SAR11_clade,f__Clade_I,,,ASV140
ASV141,ASV141,101b740a3c1f61590d1746eae96740a0,0.920241822,d__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Planctomycetales,f__uncultured,g__uncultured,s__uncultured_bacterium,ASV141
ASV142,ASV142,103b218727a2b2ad74472f585e54ab44,0.986880401,d__Bacteria,p__Bdellovibrionota,c__Bdellovibrionia,o__Bdellovibrionales,f__Bdellovibrionaceae,g__OM27_clade,s__uncultured_delta,ASV142
ASV143,ASV143,10759c51e192376996a570b082d18db3,0.999794097,d__Bacteria,p__Desulfobacterota,c__Desulfuromonadia,o__Bradymonadales,f__Bradymonadales,g__Bradymonadales,s__uncultured_delta,ASV143
ASV144,ASV144,10ba2dc73b95a8f1459a3a6b48195dd2,0.999795874,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__Sediminibacterium,,ASV144
ASV145,ASV145,10df29e979bb65b6118faafe74414d20,0.999997299,d__Bacteria,p__Desulfobacterota,c__Desulfuromonadia,o__Bradymonadales,f__Bradymonadales,g__Bradymonadales,,ASV145
ASV146,ASV146,10ec17fbac35294861fc4eb6b516fa6a,1,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__AEGEAN-169_marine_group,g__AEGEAN-169_marine_group,,ASV146
ASV147,ASV147,10fe6fbc54200dec8adc9a959df0817d,0.951635079,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Synechococcales,f__Cyanobiaceae,g__Cyanobium_PCC-6307,s__metagenome,ASV147
ASV148,ASV148,1118d04e745d15dd7a8465696248fae3,0.707929062,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Chromatiales,f__Chromatiaceae,g__Candidatus_Thiobios,,ASV148
ASV149,ASV149,113c1b633a115bbc166b1490e085adcf,0.950119616,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__HIMB11,,ASV149
ASV150,ASV150,114aa7d677602d7a9c4471290d0bf4c6,0.947783929,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Marine_Group_II,f__Marine_Group_II,g__Marine_Group_II,s__marine_metagenome,ASV150
ASV151,ASV151,1155e1e30c1ef9aa6f458f9b6e5e0b3e,0.999927016,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Saprospiraceae,g__uncultured,,ASV151
ASV152,ASV152,115c4ce762998e2d89aefbda23ce2a95,0.99843842,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Synechococcales,f__Cyanobiaceae,g__Cyanobium_PCC-6307,,ASV152
ASV153,ASV153,116879f9e21fea4c71bfbc4268ab4640,0.999999948,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Stappiaceae,g__Stappiaceae,s__uncultured_bacterium,ASV153
ASV154,ASV154,116945a785d1e887cf3c70a39c069472,1,d__Bacteria,p__Marinimicrobia_(SAR406_clade),c__Marinimicrobia_(SAR406_clade),o__Marinimicrobia_(SAR406_clade),f__Marinimicrobia_(SAR406_clade),g__Marinimicrobia_(SAR406_clade),,ASV154
ASV155,ASV155,116b751bfaae2d57b0f3fb1cef7edd79,0.999999058,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__OM182_clade,g__OM182_clade,,ASV155
ASV156,ASV156,116e227320759cf0c578c513345fb40d,0.990605569,d__Bacteria,,,,,,,ASV156
ASV157,ASV157,1177a1e89a2a7bd2bbed85bc29b66780,1,d__Bacteria,p__WPS-2,c__WPS-2,o__WPS-2,f__WPS-2,g__WPS-2,s__marine_metagenome,ASV157
ASV158,ASV158,119c26e67de68065acb6177529e18845,0.999999982,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,,,ASV158
ASV159,ASV159,11d9a4582f75fb97edfc1846413a70ca,0.999996329,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Puniceispirillales,f__SAR116_clade,g__SAR116_clade,s__uncultured_Rhodospirillales,ASV159
ASV160,ASV160,122ea63e5434b2c0dec3714499de128a,0.733981331,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Synechococcales,f__Cyanobiaceae,g__Synechococcus_CC9902,,ASV160
ASV161,ASV161,1230e0261b46ac05381b05c7e1b52abb,1,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Actinomarinales,f__Actinomarinaceae,g__Candidatus_Actinomarina,,ASV161
ASV162,ASV162,1237bd11ae3490c19f8962b3014b173f,0.999987563,d__Bacteria,p__Marinimicrobia_(SAR406_clade),c__Marinimicrobia_(SAR406_clade),o__Marinimicrobia_(SAR406_clade),f__Marinimicrobia_(SAR406_clade),g__Marinimicrobia_(SAR406_clade),s__unidentified_marine,ASV162
ASV163,ASV163,124f2d86a0c472a94c70646558dbdbe0,0.999999862,d__Bacteria,p__Bdellovibrionota,c__Bdellovibrionia,o__Bdellovibrionales,f__Bdellovibrionaceae,g__OM27_clade,s__unidentified_marine,ASV163
ASV164,ASV164,12857c843f8abc1584c92aca57a14d1a,0.909042986,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__uncultured,f__uncultured,g__uncultured,s__uncultured_bacterium,ASV164
ASV165,ASV165,128eaf505970bfa7c39a3fc57eb3320c,0.762742408,d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Sarcina,s__Clostridium_tarantellae,ASV165
ASV166,ASV166,129773c5c26e5ee00991f1f180f8c5d7,0.999995398,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Cryomorphaceae,g__uncultured,s__metagenome,ASV166
ASV167,ASV167,129fef5cb4d563e9ecae6135d2150237,0.76622639,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Puniceispirillales,f__uncultured,g__uncultured,s__uncultured_Alphaproteobacteria,ASV167
ASV168,ASV168,12bd92b620078878e128f02f17af274e,0.999576551,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Synechococcales,f__Cyanobiaceae,g__Cyanobium_PCC-6307,,ASV168
ASV169,ASV169,12ce08c57b20340b6cd19022f937c9b7,0.999850834,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Cryomorphaceae,g__uncultured,s__unidentified_marine,ASV169
ASV170,ASV170,12e30ee9f9e9f817d36ada055d5304a1,0.999978607,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Puniceispirillales,f__uncultured,g__uncultured,,ASV170
ASV171,ASV171,13647056d06e8294746a80209595081b,0.999999929,d__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Gemmatales,f__Gemmataceae,g__uncultured,s__uncultured_prokaryote,ASV171
ASV172,ASV172,1381987ff3d5a1373a40829f09a100fe,0.99998436,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Chthoniobacterales,f__Chthoniobacteraceae,g__LD29,,ASV172
ASV173,ASV173,13a6cb15c695e3bdad7f91a3810ea7eb,0.975222839,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__uncultured,s__marine_metagenome,ASV173
ASV174,ASV174,13b9745dcb3f7ddeaba83b599808ef62,0.849938925,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Beijerinckiaceae,g__Methylocystis,,ASV174
ASV175,ASV175,13ba4eed691aa9a4e98e17f98f41ba29,0.961545458,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Microtrichales,f__Ilumatobacteraceae,g__Ilumatobacter,s__uncultured_actinobacterium,ASV175
ASV176,ASV176,140db4b5ad331a572568f231490ebf1f,0.702210244,d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Frankiales,f__Sporichthyaceae,g__hgcI_clade,s__uncultured_bacterium,ASV176
ASV177,ASV177,140e057fae5b4431acd7c39c5301c02d,0.996897067,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Sphingobacteriales,f__NS11-12_marine_group,g__NS11-12_marine_group,s__unidentified_marine,ASV177
ASV178,ASV178,14354e0db3ba29b187f646f6d3d8059f,0.999952045,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__SAR86_clade,g__SAR86_clade,s__marine_metagenome,ASV178
ASV179,ASV179,14551581611c8d0c2d705bdfcc8d870a,0.975643795,d__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Planctomycetales,f__Schlesneriaceae,g__Schlesneria,s__uncultured_bacterium,ASV179
ASV180,ASV180,149c66f6ff5cd16cd2e33235b0487534,0.999468699,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Halieaceae,g__OM60(NOR5)_clade,,ASV180
ASV181,ASV181,14a0f98d6de2f99c4fa685f2059443b0,0.977352675,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Paracaedibacterales,f__Paracaedibacteraceae,g__uncultured,s__uncultured_Rickettsiales,ASV181
ASV182,ASV182,151020b154d4f042b17f01b52caf0b2f,0.999477656,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__MWH-UniP1_aquatic_group,g__MWH-UniP1_aquatic_group,s__bacterium_enrichment,ASV182
ASV183,ASV183,151cbbf74cbf799f043019f214a6f289,0.999999827,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Stappiaceae,g__Stappiaceae,s__uncultured_bacterium,ASV183
ASV184,ASV184,15723f9f5dc88cfba159dc030704e79a,0.996642465,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Synechococcales,f__Cyanobiaceae,g__Cyanobium_PCC-6307,,ASV184
ASV185,ASV185,15a995569ccdffc7e69c53ea2a82e58f,0.974954459,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Legionellales,f__Legionellaceae,g__Legionella,s__uncultured_bacterium,ASV185
ASV186,ASV186,15e6fd9cc67cac4b13a76368485a0997,0.950871001,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Ga0077536,f__Ga0077536,g__Ga0077536,s__metagenome,ASV186
ASV187,ASV187,1600a8528a3bcd236c67082f75e5d3f3,0.999999816,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__SAR11_clade,f__Clade_I,,,ASV187
ASV188,ASV188,165967799cf34ef6af98323795b8b7d2,0.999994318,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Parvibaculales,f__Parvibaculaceae,g__uncultured,s__uncultured_Alphaproteobacteria,ASV188
ASV189,ASV189,1681577c521a0995119f3b1ddba5c154,0.977112034,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__NS5_marine_group,s__bacterium_WHC3-2,ASV189
ASV190,ASV190,168d32f10c996034ab7676dce65c54df,0.986592769,d__Bacteria,p__Planctomycetota,c__OM190,o__OM190,f__OM190,g__OM190,s__marine_metagenome,ASV190
ASV191,ASV191,16a59db82a52f0f1070ae45098750ec5,0.998075457,d__Bacteria,p__Firmicutes,c__Bacilli,o__Acholeplasmatales,f__Acholeplasmataceae,g__Acholeplasma,s__marine_metagenome,ASV191
ASV192,ASV192,16b99b18dc6fe27a3e1f2796c2fb5ad5,0.996191457,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Magnetospiraceae,g__uncultured,s__uncultured_Rhodospirillaceae,ASV192
ASV193,ASV193,16f3f0870823f6ed91dba18b8cf7bfa5,0.972449983,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Cyanobacteriales,f__Nostocaceae,g__Dolichospermum_NIES41,,ASV193
ASV194,ASV194,17167bc15e034e69a9d4f527c9d250bd,1,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Marine_Group_II,f__Marine_Group_II,g__Marine_Group_II,,ASV194
ASV195,ASV195,17218b42b903ee50cbb9177c8e1e63ed,0.754468586,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__Chitinophagaceae,s__uncultured_Chitinophagaceae,ASV195
ASV196,ASV196,17232dd5e10b9c2b5cf7137c9c14b655,0.91455276,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Microtrichales,f__Ilumatobacteraceae,g__CL500-29_marine_group,s__marine_metagenome,ASV196
ASV197,ASV197,17378023f938f40be06f66638045cb1c,0.752480303,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__Sediminibacterium,s__marine_metagenome,ASV197
ASV198,ASV198,17407d727753a75f214514eb663a627f,0.950462866,d__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__Gaiellales,f__uncultured,g__uncultured,s__metagenome,ASV198
ASV199,ASV199,1760b8bcfc9cdd85e21495f7787e9733,0.999430093,d__Bacteria,p__Dadabacteria,c__Dadabacteriia,o__Dadabacteriales,f__Dadabacteriales,g__Dadabacteriales,s__metagenome,ASV199
ASV200,ASV200,17c7b855623959998ded6e18d375e465,0.999121868,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Synechococcales,f__Cyanobiaceae,g__Cyanobium_PCC-6307,,ASV200
ASV201,ASV201,17fc7b939f00b07533c5442a68f5ce6f,0.995034873,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__NS2b_marine_group,,ASV201
ASV202,ASV202,1847774db52fea13a21ff1a796f87069,0.998890013,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Puniceispirillales,f__SAR116_clade,g__SAR116_clade,s__alpha_proteobacterium,ASV202
ASV203,ASV203,1900d349312751773a78bfc3e62af5fd,0.998491956,d__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Pirellulales,f__Pirellulaceae,g__uncultured,s__marine_metagenome,ASV203
ASV204,ASV204,1957f8836cbe836c49f5f4a63cfa8be4,0.928904877,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Methylophilaceae,g__uncultured,,ASV204
ASV205,ASV205,196ec1a3a169134ecb861f51d4b937a2,1,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__SAR11_clade,f__Clade_III,g__Clade_III,,ASV205
ASV206,ASV206,198faeaa553662e323ec0b4b198615de,0.959785282,d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Frankiales,f__Sporichthyaceae,g__hgcI_clade,s__marine_metagenome,ASV206
ASV207,ASV207,19ba8eca27a38c20652f9fbd4cf40abf,0.928895673,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Ascidiaceihabitans,,ASV207
ASV208,ASV208,19ea62eab642279916ec8372dc1e16ed,0.79276138,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__uncultured,s__uncultured_Bacteroidetes,ASV208
ASV209,ASV209,19f03a28a068edcf3f157e70a0f7d6f5,0.941244013,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Ga0077536,f__Ga0077536,g__Ga0077536,s__metagenome,ASV209
ASV210,ASV210,1a06c7c2fe32c070d30a66dd8bf2ee6e,0.726616727,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Cryomorphaceae,g__uncultured,s__uncultured_Flavobacteriia,ASV210
ASV211,ASV211,1a1fa3fa7c984d0f2f9144726b6eb38d,0.892763898,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__SAR11_clade,f__Clade_III,g__Clade_III,s__alpha_proteobacterium,ASV211
ASV212,ASV212,1a6b605054b9d2f2e7d6095228e20440,0.948027819,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Saprospiraceae,g__Candidatus_Aquirestis,s__uncultured_bacterium,ASV212
ASV213,ASV213,1a72d479db11080b7bb464edc96a79ae,0.999999045,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__OM182_clade,g__OM182_clade,,ASV213
ASV214,ASV214,1a817d1dac1f606463285d6858e91881,0.999999583,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__NS4_marine_group,,ASV214
ASV215,ASV215,1aaff36b762dbeaade9a7d39f7c25bfd,0.805827801,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Crocinitomicaceae,g__uncultured,s__uncultured_Brumimicrobium,ASV215
ASV216,ASV216,1b116668113f6661b6a8e463f5815591,0.997859199,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Saccharospirillaceae,g__Saccharospirillaceae,s__uncultured_deep-sea,ASV216
ASV217,ASV217,1b2e5bb6d2b7b9dce6367b9db55f5e5b,0.891463009,d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Frankiales,f__Sporichthyaceae,g__hgcI_clade,s__marine_metagenome,ASV217
ASV218,ASV218,1b3db8ae71819d86aa2979849c143e36,1,d__Bacteria,p__SAR324_clade(Marine_group_B),c__SAR324_clade(Marine_group_B),o__SAR324_clade(Marine_group_B),f__SAR324_clade(Marine_group_B),g__SAR324_clade(Marine_group_B),,ASV218
ASV219,ASV219,1b50a7990992ef37b475d9f04bcbfe07,0.968024048,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__NS5_marine_group,s__uncultured_Flavobacterium,ASV219
ASV220,ASV220,1b8013e25036993ec89b38268475410c,0.886647675,d__Bacteria,p__Verrucomicrobiota,c__Kiritimatiellae,o__Kiritimatiellales,f__Kiritimatiellaceae,g__R76-B128,s__marine_metagenome,ASV220
ASV221,ASV221,1bb4c8f8f550673c809d9233f851e071,1,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Opitutales,f__Opitutaceae,,,ASV221
ASV222,ASV222,1bc20783d5970a9c6793a88962a1c4df,0.978778935,d__Bacteria,p__Myxococcota,c__Myxococcia,o__Myxococcales,f__Myxococcaceae,g__P3OB-42,s__uncultured_bacterium,ASV222
ASV223,ASV223,1be3386d060dbde738387efbc7674f93,0.901607052,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Synechococcales,f__Cyanobiaceae,g__Cyanobium_PCC-6307,s__uncultured_Cyanobium,ASV223
ASV224,ASV224,1c055052fc9545ad980824760501ccf5,0.970693235,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Puniceispirillales,f__SAR116_clade,g__SAR116_clade,s__uncultured_Oceanibaculum,ASV224
ASV225,ASV225,1c111c0b3860298465452b0e0869cce8,1,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Actinomarinales,f__Actinomarinaceae,g__Candidatus_Actinomarina,,ASV225
ASV226,ASV226,1c14c2f3b004b8fe5d84d07d51d76bf3,0.999999583,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Puniceispirillales,f__SAR116_clade,g__SAR116_clade,,ASV226
ASV227,ASV227,1c45f97bda73198aa4cdc0fd7714709d,0.856218511,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Cryomorphaceae,g__uncultured,s__uncultured_organism,ASV227
ASV228,ASV228,1c649cf63554ec72773261161e986538,0.976838409,d__Bacteria,p__Bdellovibrionota,c__Bdellovibrionia,o__Bdellovibrionales,f__Bdellovibrionaceae,g__OM27_clade,s__uncultured_delta,ASV228
ASV229,ASV229,1c65027b4dc297753b60991fd4462e01,0.930921489,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Puniceispirillales,f__SAR116_clade,g__Candidatus_Puniceispirillum,,ASV229
ASV230,ASV230,1c8baaf506219fc866226d82e12616ff,0.999460719,d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Micrococcales,f__Microbacteriaceae,g__Candidatus_Aquiluna,,ASV230
ASV231,ASV231,1caafcb67788934c28fcd6266640afc7,0.982710687,d__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Pirellulales,f__Pirellulaceae,g__uncultured,s__marine_metagenome,ASV231
ASV232,ASV232,1cac9d78fe2e2a540c43b83685b94fbb,0.999771556,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__NS9_marine_group,g__NS9_marine_group,,ASV232
ASV233,ASV233,1cb343939406bbf65eab8c7ec94d7684,0.946586113,d__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__Phycisphaerales,f__Phycisphaeraceae,g__CL500-3,s__uncultured_marine,ASV233
ASV234,ASV234,1cc0c4a496113875423621b67299407c,0.999749948,d__Bacteria,p__Firmicutes,c__Bacilli,o__Acholeplasmatales,f__Acholeplasmataceae,g__Acholeplasma,s__marine_metagenome,ASV234
ASV235,ASV235,1cf3974dbd3c85f6ffd25b6c12403841,0.999935741,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Synechococcales,f__Prochlorotrichaceae,g__Prochlorothrix_PCC-9006,,ASV235
ASV236,ASV236,1d561214d33bd65046b37fc9e1904920,0.999949045,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Synechococcales,f__Prochlorotrichaceae,g__Prochlorothrix_PCC-9006,,ASV236
ASV237,ASV237,1d575c3c99de52741480c6d26fcb5051,0.843877705,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Puniceispirillales,f__SAR116_clade,g__SAR116_clade,s__uncultured_bacterium,ASV237
ASV238,ASV238,1dba215f891ef8ae8fe725624acacfca,0.986484485,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Thioglobaceae,g__SUP05_cluster,,ASV238
ASV239,ASV239,1dbc5eabe9b67df92e3169270ecad16e,0.99987598,d__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Pirellulales,f__Pirellulaceae,g__uncultured,s__marine_metagenome,ASV239
ASV240,ASV240,1dc4eb9c10990716bfe4cd33c551a5fb,0.999999978,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Cryomorphaceae,g__uncultured,,ASV240
ASV241,ASV241,1dfa44d2d1e7a16a0afa052636b0ea4b,0.999977879,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Sphingobacteriales,f__NS11-12_marine_group,g__NS11-12_marine_group,,ASV241
ASV242,ASV242,1dfbb8eef240fbc04de7070dac076e9a,0.999825189,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Crocinitomicaceae,g__Fluviicola,,ASV242
ASV243,ASV243,1dff56ca86b54d5f24cea3feb846910b,0.83709298,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Gammaproteobacteria_Incertae_Sedis,f__Unknown_Family,g__Acidibacter,,ASV243
ASV244,ASV244,1e1549099deaf3a78275e41986dcd820,0.973806985,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Synechococcales,f__Cyanobiaceae,g__Cyanobium_PCC-6307,,ASV244
ASV245,ASV245,1e21d1f1eeff6b929f8d9a279f49170e,0.997582036,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Opitutales,f__Puniceicoccaceae,g__Coraliomargarita,,ASV245
ASV246,ASV246,1e220c20916ded05caea0731fa27f0ae,0.862419568,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Polynucleobacter,s__Polynucleobacter_cosmopolitanus,ASV246
ASV247,ASV247,1e303b69ea10cef9677ca34c1ebdb35b,0.714450213,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__NS5_marine_group,s__uncultured_Flavobacteriia,ASV247
ASV248,ASV248,1e39693c3316313c60d735b90331099f,0.805266276,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Microtrichales,f__Ilumatobacteraceae,g__uncultured,,ASV248
ASV249,ASV249,1e4072e2239e1f191707122553779bcd,0.792422018,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Synechococcales,f__Cyanobiaceae,g__Synechococcus_CC9902,,ASV249
ASV250,ASV250,1e57aac2884d9000a5155961b8e2eef8,0.943319279,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__SAR11_clade,f__Clade_II,g__Clade_II,,ASV250
